,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
ID14,43.4231091358528,-42.51354914019051,-13.109682134461375,-4.654476680225222,2.4156734994793347,-5.736009262245632,0.53740645059941,0.10418108063408185,0.009076209691486387,0.21401630783514655
ID15,43.04358360195609,-42.39148583185784,-12.098200501521477,-4.92960666602946,2.6650161675467245,-5.587722184648898,0.6217562119483399,-0.3441114839206135,0.28809697055683575,0.6004172553992725
ID16,43.550285703341146,-42.42154113888899,-13.233915202579599,-4.803703137741331,2.5743332824782827,-5.773739724964879,0.4179808091639737,0.029351705911152305,0.03418135407375931,0.17656774259000607
ID17,43.550285703341146,-42.42154113888899,-13.233915202579599,-4.803703137741331,2.5743332824782827,-5.773739724964879,0.4179808091639737,0.029351705911152305,0.03418135407375931,0.17656774259000607
ID18,70.71962096636287,74.88657623715999,-0.26770150049916147,-4.001945852404456,2.890924589540575,-5.10550372729888,0.4009555915356931,-0.3753540529882923,-0.07985188320767529,0.02311359131439956
ID19,70.79778322536778,74.9983881399153,-0.26826036969633915,-4.017394359790132,2.9022736106206186,-5.130673033367139,0.40406186720204956,-0.3806292941775645,-0.0806858954220444,0.021191905408867392
ID20,70.75327446829453,75.01851139899222,-0.30933891861993534,-4.027895218584008,2.911168578357914,-5.157057584321381,0.3833001785702563,-0.30516955345295144,-0.08765103858787583,0.036326127752273014
ID21,70.96819785479178,74.82537685120403,-0.31493259100394105,-3.8931660596267563,2.755437740014182,-5.2913203851785395,0.29660868492236203,-0.37038503990796795,0.045272465837398995,0.054680801337929796
ID22,70.6840261496996,73.89335440881422,-0.3383763467656073,-3.9072786011295118,2.5035175503595224,-5.280443544639029,0.16411067300155754,-0.20782699994728995,-0.05680316817014711,-0.5905438186911175
ID23,70.79425902885752,74.9971863541824,-0.16896356249562183,-4.02868975879206,2.9126953037606538,-5.139630790072266,0.4266923460293966,-0.3002638972280575,0.019261009835233992,-0.03652810847234895
ID24,70.63198080002994,74.99515377615279,-0.23019585791450636,-4.03785689265577,2.9095227501553524,-5.068208079569835,0.4550957816279726,-0.36224111587495794,-0.07639708246932878,0.014050392042893987
ID25,-5.300391932662776,-6.85334193393086,54.18125468300123,-5.120716211048763,3.591061531850048,-1.4603119105871232,-1.5138993911583303,-0.606959502052642,0.1700012306222345,-0.3274319800326844
ID26,-5.165029918589817,-7.066697843557734,55.112080156767284,-5.3942864082397595,3.8448758969182935,-1.4398990893706,-1.9384000719747445,-0.31236481098720353,-0.03187092385234042,-0.20563058993988378
ID27,-5.2639163015137065,-7.105417840565159,55.24352592428594,-5.346907313076446,3.746019985553812,-1.5373980224774457,-1.7681989767517694,-0.3760044109961951,0.008155957740649115,-0.2371108674547905
ID28,-5.269701699545863,-7.1161331241662,55.35801703800591,-5.367563509875218,3.7610539489095314,-1.5453743239205318,-1.7850400132220918,-0.38114410424664386,0.0074921603631962624,-0.24322702021226125
ID29,-5.221564231877483,-7.166158121082089,55.24719216090771,-5.368632852114816,3.7590518555733374,-1.5644525256740875,-1.7673695977954302,-0.37760913391669787,0.009335263674823917,-0.23135834510582987
ID30,-5.221564231877483,-7.166158121082089,55.24719216090771,-5.368632852114816,3.7590518555733374,-1.5644525256740875,-1.7673695977954302,-0.37760913391669787,0.009335263674823917,-0.23135834510582987
ID31,-5.227349629909639,-7.176873404683125,55.36168327462768,-5.389289048913588,3.7740858189290543,-1.5724288271171751,-1.7842106342657524,-0.3827488271671466,0.008671466297370875,-0.23747449786330052
ID32,-5.227349629909639,-7.176873404683125,55.36168327462768,-5.389289048913588,3.7740858189290543,-1.5724288271171751,-1.7842106342657524,-0.3827488271671466,0.008671466297370875,-0.23747449786330052
ID33,-5.269701699545863,-7.1161331241662,55.35801703800591,-5.367563509875218,3.7610539489095314,-1.5453743239205318,-1.7850400132220918,-0.38114410424664386,0.0074921603631962624,-0.24322702021226125
ID34,-5.2005638359324,-7.017491977446736,55.37206621617833,-5.384048494766353,3.7731812201773596,-1.5688052444357508,-1.7842055879323235,-0.386785706510315,0.006655481812413041,-0.2453528530960334
ID35,-5.1518007430011465,-6.976290453654337,54.42487695668303,-4.868756081895586,3.42751507556761,-1.8235014690375058,-2.195001903265933,-0.02496099281664122,0.02964179023450402,-0.21866830391722689
ID36,-4.931939854318096,-7.056648282790674,54.21460442072877,-5.138616821117741,3.561456515304781,-1.7362153448418474,-2.210862642255653,-0.22720239117505447,-0.28587029093016814,-0.41507046152895594
ID37,-5.21044557489868,-7.0470919391665126,55.02711540632924,-5.27825909566501,3.6935820878805186,-1.4448213752031374,-1.7672213496724334,-0.37674229862368946,0.008231542025876512,-0.231856495128414
ID38,-5.300391932662776,-6.85334193393086,54.18125468300123,-5.120716211048763,3.591061531850048,-1.4603119105871232,-1.5138993911583303,-0.606959502052642,0.1700012306222345,-0.3274319800326844
ID39,-13.081070239040008,2.6486484384072324,-2.258134558534789,6.160986608057834,-5.2262115188523435,-0.9894089659139117,10.563073698672428,4.750869225786031,0.6500716703433181,-0.7569223020698399
ID40,-18.431016287644464,3.642768145982309,-5.180822628057098,35.02632599954783,-17.445261944817823,-29.01712126354557,-12.574909011294098,-1.816661881299687,-0.18975101454069507,0.1539985906446465
ID41,-18.431016287644464,3.642768145982309,-5.180822628057098,35.02632599954783,-17.445261944817823,-29.01712126354557,-12.574909011294098,-1.816661881299687,-0.18975101454069504,0.1539985906446465
ID42,-18.46236941513356,3.653139063661188,-5.212905658090743,35.04407006723166,-17.32126552773263,-29.005950568646703,-12.623765150979755,-1.8353245415496653,-0.1875788125063124,0.15029379662247297
ID43,-18.477373285106353,3.631907028406549,-5.229677522366852,35.498851121331576,-17.692704190930453,-29.504898452371304,-12.967856556752773,-1.9363794503410072,-0.2149328275157546,0.1551623964701567
ID44,-18.477373285106353,3.631907028406549,-5.229677522366852,35.498851121331576,-17.692704190930453,-29.504898452371304,-12.967856556752773,-1.9363794503410072,-0.2149328275157546,0.1551623964701567
ID45,-18.477373285106353,3.631907028406549,-5.229677522366852,35.498851121331576,-17.692704190930453,-29.504898452371304,-12.967856556752773,-1.9363794503410072,-0.2149328275157546,0.1551623964701567
ID46,-18.410098691242176,3.732600841650381,-5.23155059202194,35.50260790300937,-17.69162631144558,-29.545698101573027,-12.979534084105063,-1.9452913526360869,-0.21637073031375803,0.15421106268841353
ID47,-18.173427212569973,3.6875342435237837,-5.192810634779501,35.40480558060488,-17.774552560428017,-29.184710572569823,-12.79123330512518,-2.321334082767618,-0.4326631030624332,0.3190150794433516
ID48,-16.4516107081432,3.7797500925203003,-3.5397074793805854,7.101093622196404,-4.0439293486352845,-0.29431276468120454,18.845973223751557,18.993792795660305,-18.977576850304484,15.050156638029394
ID49,-16.4516107081432,3.7797500925203003,-3.5397074793805854,7.101093622196404,-4.0439293486352845,-0.29431276468120454,18.845973223751557,18.993792795660305,-18.977576850304484,15.050156638029394
ID50,-17.3445661592619,4.8447343554128235,-4.380284931136662,7.615723957298344,-2.0767420602718,-1.892386947294929,16.282985395382262,12.916784725101907,-8.993343152575623,6.1812674659399836
ID51,-18.001900626612752,3.68152113290907,-4.300240452668268,4.918709097083609,-5.2563059270000805,0.34502358926934484,24.60896772145581,14.945684344617455,-22.8474869381783,11.793255251530711
ID52,-18.001900626612752,3.68152113290907,-4.300240452668268,4.918709097083609,-5.2563059270000805,0.34502358926934484,24.60896772145581,14.945684344617455,-22.8474869381783,11.793255251530711
ID53,-23.756210927573786,5.141984962037292,-11.941605344877503,4.0343859231159795,25.938888303692803,2.7248189921482022,-1.398901790785103,0.4471600709928409,-1.934296600606327,0.49813935989890873
ID54,-23.83894158286073,5.173675038675497,-11.875082857982507,3.5850115096988775,25.781279364367776,3.1770977101089892,-0.9214373128826994,0.16254544925265638,-1.8477373236367713,1.6353074893798165
ID55,-23.941176885858464,5.267359611835613,-11.928328757454311,3.5562803079823877,25.252704288942894,3.476415087385868,-0.951237078392629,-0.47099888942064866,-1.0976100823309345,2.372799763674444
ID56,-25.657127798521156,6.120077438636358,-14.317457076186791,1.134118826582179,29.6733463883437,3.9405549270869993,-5.501072010411872,-1.1801150688438358,-0.008526076717025757,0.03175615583153049
ID57,-25.637283404047455,6.114074354089911,-14.2976491906872,1.050804965741448,29.66346611271721,3.9405248225756524,-5.438696223406492,-1.2134929477716505,-0.015423500153006529,0.16559433668576212
ID58,-26.025634750509933,6.226250255264901,-14.724827965306515,1.1927116306768468,30.839672318483544,3.9281634392560574,-6.109528147227756,-1.3682966702423458,0.11598609400148305,-0.21616158492912046
ID59,-26.025634750509933,6.226250255264901,-14.724827965306515,1.1927116306768468,30.839672318483544,3.9281634392560574,-6.109528147227756,-1.3682966702423458,0.11598609400148305,-0.21616158492912044
ID60,-25.52937620062121,6.2401422955142705,-15.028388742737326,2.1142365298456554,31.2056036574799,4.0179027037063415,-5.817871722961941,-1.5295509514845778,0.6485134524651153,-0.8230177911078533
ID61,-25.52937620062121,6.2401422955142705,-15.028388742737326,2.1142365298456554,31.2056036574799,4.0179027037063415,-5.817871722961941,-1.5295509514845778,0.6485134524651152,-0.8230177911078533
ID62,-25.562514953245817,6.249987783455395,-15.053839708643991,2.181559210826759,31.246431908493932,3.981684464679247,-5.769822133177853,-1.5196924442914472,0.6462871459555217,-0.8191380472170966
ID63,-25.562514953245817,6.249987783455395,-15.053839708643991,2.181559210826759,31.246431908493932,3.981684464679247,-5.769822133177853,-1.5196924442914472,0.6462871459555217,-0.8191380472170966
ID64,-25.447191438784603,6.18029067896644,-15.15541301873624,2.1428879081147887,30.909682540445736,4.009813664258808,-5.746547867754785,-1.470306890958796,0.7784927219788026,-0.9877295507399346
ID65,-25.513570218061616,6.134590006952811,-15.00657652844508,2.0541221527608067,30.74359259040999,3.9249773049216117,-5.708635229786869,-1.4939249113473345,0.7350202464413075,-0.7330256052928019
ID66,-25.513570218061616,6.134590006952811,-15.00657652844508,2.0541221527608067,30.74359259040999,3.9249773049216117,-5.708635229786869,-1.4939249113473345,0.7350202464413075,-0.7330256052928019
ID67,-25.40767932075752,6.059925185873462,-15.049735323876025,1.9866511911354423,30.981186308901954,3.9515213240297173,-5.575013705619837,-1.5306693798905417,0.6906079082404555,-0.8174313473179783
ID68,-25.637283404047455,6.114074354089911,-14.2976491906872,1.050804965741448,29.66346611271721,3.9405248225756524,-5.438696223406492,-1.2134929477716505,-0.015423500153006529,0.16559433668576212
ID69,-24.871230693908124,5.939253446429891,-13.47780628709372,1.2809409856991787,27.107889456094256,3.3013592179452447,-4.33879781050829,-0.9381330301652588,0.17463370510496812,0.26926206514182927
ID70,-16.867770854417483,8.106344441303483,-8.165858874343177,4.994563811316295,17.963228693614752,2.4625118294191237,3.3363073490188873,2.467838562958869,0.85559818637411,-0.9356628873542414
ID71,-26.275718657714314,7.120602453416675,-13.181228447852773,-26.752277785706923,-19.010814490097307,0.26308065163154104,-4.754480436980724,-0.9760485278848947,0.5668222816085343,-0.27754134091201754
ID72,-26.275718657714314,7.120602453416675,-13.181228447852773,-26.752277785706923,-19.010814490097307,0.26308065163154104,-4.754480436980724,-0.9760485278848947,0.5668222816085343,-0.27754134091201754
ID73,-26.18741677192449,7.088210263463274,-13.098772492034506,-26.437075979306265,-18.777768647243533,0.2592154311045782,-4.628412370982517,-0.9276834347000757,0.53076634073364,-0.2583423191844573
ID74,-26.275718657714314,7.120602453416675,-13.181228447852773,-26.752277785706923,-19.010814490097307,0.26308065163154104,-4.754480436980724,-0.9760485278848947,0.5668222816085343,-0.27754134091201754
ID75,-26.275718657714314,7.120602453416675,-13.181228447852773,-26.752277785706923,-19.010814490097307,0.26308065163154104,-4.754480436980724,-0.9760485278848947,0.5668222816085343,-0.27754134091201754
ID76,-26.275718657714314,7.120602453416675,-13.181228447852773,-26.752277785706923,-19.010814490097307,0.26308065163154104,-4.754480436980724,-0.9760485278848947,0.5668222816085343,-0.27754134091201754
ID77,-26.275718657714314,7.120602453416675,-13.181228447852773,-26.752277785706923,-19.010814490097307,0.26308065163154104,-4.754480436980724,-0.9760485278848947,0.5668222816085343,-0.27754134091201754
ID78,-26.04283052190387,7.069506830080846,-12.903852118639183,-26.1241704723482,-18.92374840867432,0.2154879728936194,-4.353254851385548,-0.8067883955935392,0.4650411610194449,-0.2092372578953959
ID79,-26.217679277317938,7.099311118968852,-13.126998188771772,-26.544878368556162,-18.857567463288213,0.2605230232970337,-4.671271217431228,-0.9439765072051358,0.5428841410271296,-0.26475996104461913
ID80,-26.217679277317938,7.099311118968852,-13.126998188771772,-26.544878368556162,-18.857567463288213,0.2605230232970337,-4.671271217431228,-0.9439765072051358,0.5428841410271296,-0.26475996104461913
ID81,-26.217679277317938,7.099311118968852,-13.126998188771772,-26.544878368556162,-18.857567463288213,0.2605230232970337,-4.671271217431228,-0.9439765072051358,0.5428841410271296,-0.26475996104461913
ID82,-26.210034511257096,7.095765206538099,-13.112768249124677,-26.43462267303024,-18.801984377929806,0.2612233967809755,-4.447040546666774,-1.118630980884825,0.5362380565020913,-0.28919230638924703
ID83,-26.210034511257096,7.095765206538099,-13.112768249124677,-26.43462267303024,-18.801984377929806,0.2612233967809755,-4.447040546666774,-1.118630980884825,0.5362380565020913,-0.28919230638924703
ID84,-26.140035168798985,7.088830971430339,-13.117462739740834,-26.467526923524336,-18.763067917925753,0.23659209448464746,-4.634191988661579,-0.9334157509632345,0.5298931664469123,-0.2535423623419741
ID85,-26.140035168798985,7.088830971430339,-13.117462739740834,-26.467526923524336,-18.763067917925753,0.23659209448464746,-4.634191988661579,-0.9334157509632345,0.5298931664469123,-0.2535423623419741
ID86,-26.140035168798985,7.088830971430339,-13.117462739740834,-26.467526923524336,-18.763067917925753,0.23659209448464746,-4.634191988661579,-0.9334157509632345,0.5298931664469123,-0.2535423623419741
ID87,-18.41658691948282,3.1042853272187685,-3.630650969038635,11.302113936652109,-6.326498693925093,0.5296128025558986,37.9056556039144,-26.043832502814762,2.279764415051416,-3.7946391561820176
ID88,-18.41658691948282,3.1042853272187685,-3.630650969038635,11.302113936652109,-6.326498693925093,0.5296128025558986,37.9056556039144,-26.043832502814762,2.279764415051416,-3.7946391561820176
ID89,-18.41658691948282,3.1042853272187685,-3.630650969038635,11.302113936652109,-6.326498693925093,0.5296128025558986,37.9056556039144,-26.043832502814762,2.279764415051416,-3.7946391561820176
ID90,-18.464887727368538,3.1107956834259896,-3.6073313189866507,11.308087170022212,-6.345067313085183,0.5529452619860138,37.844001993128785,-26.016352454621362,2.255033255207571,-3.775327711633622
ID91,-15.901666791871396,3.735735984562476,-3.787663225247498,10.499721338084083,-4.656180023334437,-0.6873492305059906,21.99900422365701,27.125136665632674,24.59645191969942,-11.562536210135145
ID92,-16.017905064848364,3.76984678050858,-3.8942072354690387,10.838372779177803,-4.736386233317577,-0.6366472853993224,21.773729320891388,27.592121208252586,24.791922998461825,-12.067792307209684
ID93,-16.017905064848364,3.76984678050858,-3.8942072354690387,10.838372779177803,-4.736386233317577,-0.6366472853993224,21.773729320891388,27.592121208252586,24.791922998461825,-12.067792307209684
ID94,11.336037363121418,-1.5741479761208808,0.6729858648376225,24.680755633787832,-17.86348977263343,46.08563417353178,-8.26619753455745,-3.9245401909261814,15.189422899323986,24.591413179470113
ID95,11.423447280450734,-1.6545317931333334,0.7312616239275073,24.82460467783472,-17.822750445045468,46.072194698067584,-8.265625191659437,-3.8540454569108396,15.134860884390335,24.387053435278016
ID96,11.466915246133755,-1.7351879120984317,0.6051937395193081,24.61869087716168,-17.828567260618023,46.0038243289611,-8.309763689226422,-3.8649526393450433,15.248118102230967,24.718364130186085
ID97,11.887342229034928,-2.30589808750604,-1.0062811423038458,19.22774264562867,-15.117002641480433,36.71145529582805,-4.8797139743689195,-1.1709897048738176,-4.617508161470499,-7.1937277540797915
ID98,12.17142875747038,-3.1615921292206326,-1.6672467097571164,25.1181282863098,-18.713007634487,45.99074380672642,-9.658441229698575,2.2673724631039276,-14.200783416371806,-22.214365212741008
ID99,12.17142875747038,-3.1615921292206326,-1.6672467097571164,25.1181282863098,-18.713007634487,45.99074380672642,-9.658441229698575,2.2673724631039276,-14.200783416371806,-22.214365212741008
ID100,12.17142875747038,-3.1615921292206326,-1.6672467097571164,25.1181282863098,-18.713007634487,45.99074380672642,-9.658441229698575,2.2673724631039276,-14.200783416371806,-22.214365212741008
